"","year","month","monthly.american.shad.JAI","monthly.alewife.JAI","monthly.blueback.herring.JAI","monthly.hickory.shad.JAI","date"
"1",1972,8,0,0,4.5,0,1972-08-01
"2",1972,9,0,20.3333333333333,1329,0,1972-09-01
"3",1972,10,0.375,0.375,21.25,0,1972-10-01
"4",1972,11,0,0,13.125,0,1972-11-01
"5",1972,12,0,0,3.625,0,1972-12-01
"6",1973,1,0,0,1.375,0,1973-01-01
"7",1973,2,0.125,0.125,1.125,0,1973-02-01
"8",1973,3,0,0.125,29,0,1973-03-01
"9",1973,4,0.0909090909090909,0,6.72727272727273,0,1973-04-01
"10",1973,5,0,0,0,0.2,1973-05-01
"11",1973,6,0.375,26.75,151.75,0,1973-06-01
"12",1973,7,0,0.888888888888889,46.2222222222222,0,1973-07-01
"13",1973,8,0.142857142857143,13.4285714285714,806.857142857143,0,1973-08-01
"14",1973,9,0.375,0.375,772.125,0,1973-09-01
"15",1973,10,0,0.125,365.125,0,1973-10-01
"16",1973,11,0.166666666666667,0.416666666666667,214,0,1973-11-01
"17",1973,12,0,0,1.2,0,1973-12-01
"18",1974,1,0,0.333333333333333,47,0,1974-01-01
"19",1974,2,0,0.666666666666667,30.6666666666667,0,1974-02-01
"20",1974,3,0,0,110.888888888889,0,1974-03-01
"21",1974,4,0.111111111111111,0,51.5555555555556,0,1974-04-01
"22",1974,5,0,0,0,0,1974-05-01
"23",1974,6,0,3.33333333333333,81.1111111111111,0,1974-06-01
"24",1974,7,0,0.222222222222222,94,0.111111111111111,1974-07-01
"25",1974,8,0,0.777777777777778,117,0,1974-08-01
"26",1974,9,0,0,25.3,0,1974-09-01
"27",1974,10,0,0,15.875,0,1974-10-01
"28",1974,11,0,0.333333333333333,58.4444444444444,0,1974-11-01
"29",1974,12,0,0.111111111111111,2.55555555555556,0,1974-12-01
"30",1975,1,0,0,0.111111111111111,0,1975-01-01
"31",1975,2,0,0,21.6666666666667,0,1975-02-01
"32",1975,5,0,1.44444444444444,0,0,1975-05-01
"33",1975,6,0,4.66666666666667,174,0,1975-06-01
"34",1975,7,0,34.7777777777778,56.4444444444444,0.222222222222222,1975-07-01
"35",1975,8,0,0,13.2222222222222,0,1975-08-01
"36",1975,9,1,2.66666666666667,309.888888888889,0,1975-09-01
"37",1975,10,0,0.571428571428571,194.428571428571,0.857142857142857,1975-10-01
"38",1975,11,0,0.111111111111111,131.111111111111,0,1975-11-01
"39",1975,12,0,0.375,29.5,0,1975-12-01
"40",1976,1,0,0,88,0,1976-01-01
"41",1976,2,0,0,0,0,1976-02-01
"42",1976,6,0,5.57142857142857,845.857142857143,0,1976-06-01
"43",1976,7,0,0.333333333333333,45,0,1976-07-01
"44",1976,8,0,0.111111111111111,30.6666666666667,0,1976-08-01
"45",1976,9,0,0.25,11.375,0,1976-09-01
"46",1976,10,0,2.25,132.625,0.125,1976-10-01
"47",1976,11,0,0,0.333333333333333,0,1976-11-01
"48",1976,12,0,0,42.375,0,1976-12-01
"49",1977,6,0,20.5555555555556,120,0,1977-06-01
"50",1977,7,0,4.77777777777778,35.7777777777778,0,1977-07-01
"51",1977,8,0,5.33333333333333,329.888888888889,0,1977-08-01
"52",1977,9,2.33333333333333,11.1111111111111,16.3333333333333,0.444444444444444,1977-09-01
"53",1977,10,0,0.666666666666667,72.5555555555556,0,1977-10-01
"54",1977,11,0,0.6,57.1,0,1977-11-01
"55",1977,12,0,0,52.7142857142857,0,1977-12-01
"56",1978,5,0,0.125,328.75,0,1978-05-01
"57",1978,6,0,12.7777777777778,81.8888888888889,1.11111111111111,1978-06-01
"58",1978,7,0.333333333333333,9.22222222222222,86.7777777777778,0,1978-07-01
"59",1978,8,0.25,26.25,91.875,0,1978-08-01
"60",1978,9,1.1,16.2,140.2,0,1978-09-01
"61",1978,10,0.111111111111111,4,106.555555555556,0,1978-10-01
"62",1978,11,0,19,85,0,1978-11-01
"63",1978,12,0,1,5.66666666666667,0,1978-12-01
"64",1979,7,0.375,0.75,54.875,0,1979-07-01
"65",1979,8,0.3,2.5,32.2,0,1979-08-01
"66",1979,9,1.6,23,527.8,0,1979-09-01
"67",1979,10,0,0.0909090909090909,49.6363636363636,0,1979-10-01
"68",1980,6,0.666666666666667,26.4444444444444,936.444444444444,0.666666666666667,1980-06-01
"69",1980,7,2,37.1111111111111,78.6666666666667,0.111111111111111,1980-07-01
"70",1980,8,0.538461538461538,3.69230769230769,90.1538461538462,0,1980-08-01
"71",1980,9,0,1.4,144.4,0,1980-09-01
"72",1980,10,0,3.33333333333333,113,0,1980-10-01
"73",1980,11,0,1,6.33333333333333,0,1980-11-01
"74",1981,6,0,26.8888888888889,2.11111111111111,0,1981-06-01
"75",1981,7,0,0.444444444444444,0,0,1981-07-01
"76",1981,8,0,0,1,0,1981-08-01
"77",1981,9,0.333333333333333,0,0,0,1981-09-01
"78",1981,10,0,0.333333333333333,3,0,1981-10-01
"79",1982,6,0,1,25.7777777777778,0,1982-06-01
"80",1982,7,0,1,116.333333333333,0,1982-07-01
"81",1982,8,2.33333333333333,0.666666666666667,150.666666666667,0,1982-08-01
"82",1982,9,0.333333333333333,0.222222222222222,37.7777777777778,0,1982-09-01
"83",1982,10,0,0,66.625,0,1982-10-01
"84",1983,6,0,0.888888888888889,7.88888888888889,0,1983-06-01
"85",1983,7,0,8.22222222222222,8.88888888888889,0,1983-07-01
"86",1983,8,0,2.11111111111111,667.666666666667,0,1983-08-01
"87",1983,9,0.111111111111111,0,599.111111111111,0,1983-09-01
"88",1983,10,0,0.444444444444444,17.6666666666667,0,1983-10-01
"89",1984,6,0,0.3,1.6,0,1984-06-01
"90",1984,7,0.444444444444444,3.22222222222222,33.5555555555556,0,1984-07-01
"91",1984,8,0,0,27.2,0,1984-08-01
"92",1984,9,0.3,0.5,13.7,0,1984-09-01
"93",1984,10,0,0,28.4444444444444,0,1984-10-01
"94",1984,11,0,0,0,0,1984-11-01
"95",1985,6,0,3.6,355,0,1985-06-01
"96",1985,7,8.5,15.8,255.7,0,1985-07-01
"97",1985,8,0.1,0.1,72.4,0,1985-08-01
"98",1985,9,0.1,0.1,0.9,0,1985-09-01
"99",1985,10,0.875,0.5,35.5,0,1985-10-01
"100",1985,11,0,0.142857142857143,1,0,1985-11-01
"101",1986,6,0,8.3,48.8,0,1986-06-01
"102",1986,7,0,4,5.2,0,1986-07-01
"103",1986,8,0.2,0.1,6.1,0,1986-08-01
"104",1986,9,0.1,0.6,11.5,0,1986-09-01
"105",1986,10,0.3,0,4.1,0,1986-10-01
"106",1987,6,0,0.1,0,0,1987-06-01
"107",1987,7,0.1,0,0,0,1987-07-01
"108",1987,8,0,0,2,0,1987-08-01
"109",1987,9,0.6,0,64.1,0,1987-09-01
"110",1987,10,0.1,0,71.7,0,1987-10-01
"111",1988,6,0,0,0,0,1988-06-01
"112",1988,7,0.3,0.6,0.1,0,1988-07-01
"113",1988,8,0.1,0,11.3,0,1988-08-01
"114",1988,9,0.2,0.1,39.2,0,1988-09-01
"115",1988,10,0.1,0.3,9.6,0,1988-10-01
"116",1989,6,0,0.1,0,0,1989-06-01
"117",1989,7,0,0,0,0,1989-07-01
"118",1989,8,0,0,0.1,0,1989-08-01
"119",1989,9,0,0.2,0,0,1989-09-01
"120",1989,10,0,0,0,0,1989-10-01
"121",1989,11,0,0,0.75,0,1989-11-01
"122",1990,6,0,0,0.5,0,1990-06-01
"123",1990,7,0,3.2,12.6,0,1990-07-01
"124",1990,8,0,0,29.2,0,1990-08-01
"125",1990,9,0,0.1,2.6,0,1990-09-01
"126",1990,10,0,0,5.6,0,1990-10-01
"127",1991,6,0,0,0.1,0,1991-06-01
"128",1991,7,0,0,0,0,1991-07-01
"129",1991,8,0,0,0,0,1991-08-01
"130",1991,9,0,0,2.5,0,1991-09-01
"131",1991,10,0,0,117,0,1991-10-01
"132",1992,6,0,0,0.4,0,1992-06-01
"133",1992,7,0,0,4.7,0,1992-07-01
"134",1992,8,0,0.1,0,0,1992-08-01
"135",1992,9,0,0,0,0,1992-09-01
"136",1992,10,0,0,0,0,1992-10-01
"137",1993,6,0,0,3.13333333333333,0.533333333333333,1993-06-01
"138",1993,7,0.0909090909090909,0,318.363636363636,0,1993-07-01
"139",1993,8,0,0,1.75,0,1993-08-01
"140",1993,9,0,0,5.55555555555556,0,1993-09-01
"141",1994,6,0,0,0,0,1994-06-01
"142",1994,7,0,0,0,0,1994-07-01
"143",1994,8,0,0,0,0,1994-08-01
"144",1994,9,0,0,0,0,1994-09-01
"145",1995,6,0,0.0625,1.4375,0,1995-06-01
"146",1995,7,0,0,0,0,1995-07-01
"147",1995,8,0,0.8,4.8,0,1995-08-01
"148",1995,9,0,0,0.6,0,1995-09-01
"149",1995,10,0.1,0,0.6,0,1995-10-01
"150",1996,6,0.25,6.375,0.375,0.5625,1996-06-01
"151",1996,7,0,8.75,54.25,0.25,1996-07-01
"152",1996,8,0,2.3,4.6,2,1996-08-01
"153",1996,9,0,0.6,5.8,0,1996-09-01
"154",1996,10,0,0,4.9,0,1996-10-01
"155",1997,6,0,0,14.1428571428571,1.21428571428571,1997-06-01
"156",1997,7,0.785714285714286,1.92857142857143,1.42857142857143,0,1997-07-01
"157",1997,8,0.1,0,0.3,0,1997-08-01
"158",1997,9,1.4,0,14.4,0,1997-09-01
"159",1997,10,1.7,0,3.9,2.5,1997-10-01
"160",1998,6,0,0.7,0.25,3.9,1998-06-01
"161",1998,7,0.833333333333333,0,0.0833333333333333,0,1998-07-01
"162",1998,8,0,6.4,0.4,0.4,1998-08-01
"163",1998,9,0,0,0,0,1998-09-01
"164",1998,10,0,0,1.6,0,1998-10-01
"165",1999,6,0.125,3.5625,0.0625,0.75,1999-06-01
"166",1999,7,0,0.714285714285714,0,0,1999-07-01
"167",1999,8,0,0.2,0,0,1999-08-01
"168",1999,9,0,0,0.222222222222222,0.111111111111111,1999-09-01
"169",1999,10,1.7,0,9.5,0,1999-10-01
"170",2000,6,0.125,56.375,0,0.375,2000-06-01
"171",2000,7,4.75,1.33333333333333,1.83333333333333,0,2000-07-01
"172",2000,8,0.8,0.3,6.3,0,2000-08-01
"173",2000,9,0.1,0,0.2,0,2000-09-01
"174",2000,10,0.1,0,0.5,0,2000-10-01
"175",2001,6,0.0625,18.125,5.625,0.5,2001-06-01
"176",2001,7,0.416666666666667,0.5,1,0,2001-07-01
"177",2001,8,2.9,1.6,13.7,0,2001-08-01
"178",2001,9,0,0,0.3,0,2001-09-01
"179",2001,10,0,0,0.7,0,2001-10-01
"180",2002,6,0.8125,0,0,0,2002-06-01
"181",2002,7,0.666666666666667,0,0.0833333333333333,0,2002-07-01
"182",2002,8,0,0,0,0,2002-08-01
"183",2002,9,0.4,0.1,0,0.1,2002-09-01
"184",2002,10,1.2,0.5,3.9,0,2002-10-01
"185",2003,6,3.4375,7.5,1.375,0.1875,2003-06-01
"186",2003,7,20.3333333333333,1.66666666666667,0.916666666666667,0,2003-07-01
"187",2003,8,0,0,0.6,0,2003-08-01
"188",2003,9,0.2,0,4.9,0.1,2003-09-01
"189",2003,10,0.1,0,0.4,0,2003-10-01
"190",2004,5,0,0,0,0,2004-05-01
"191",2004,6,2.73684210526316,12.5789473684211,0.157894736842105,0.105263157894737,2004-06-01
"192",2004,7,0.3,3.3,0,0,2004-07-01
"193",2004,8,0.583333333333333,0.0833333333333333,4,0,2004-08-01
"194",2004,9,0.1,0.1,56.3,0,2004-09-01
"195",2004,10,0.1,1.2,18.1,0,2004-10-01
"196",2005,6,1.88888888888889,5,4.33333333333333,1.22222222222222,2005-06-01
"197",2005,7,0,0.3,0.1,0,2005-07-01
"198",2005,8,2.5,0.1,1.3,0,2005-08-01
"199",2005,9,1.4,0,0.1,0,2005-09-01
"200",2005,10,2.1,0.5,33,0,2005-10-01
"201",2006,6,0,0,0,0,2006-06-01
"202",2006,7,0.0833333333333333,0,0,0,2006-07-01
"203",2006,8,0,0,2.4,0,2006-08-01
"204",2006,9,0,0,0,0.1,2006-09-01
"205",2006,10,1.3,0,0.4,0,2006-10-01
"206",2007,6,0,2.625,0.9375,0,2007-06-01
"207",2007,7,0,0.583333333333333,0,0,2007-07-01
"208",2007,8,0,0,0,0,2007-08-01
"209",2007,9,0,0,0.1,0,2007-09-01
"210",2007,10,0.1,0,0,0.1,2007-10-01
"211",2008,6,0.666666666666667,0,0,0,2008-06-01
"212",2008,7,0,0,0,0,2008-07-01
"213",2008,8,0.4,0,0,0,2008-08-01
"214",2008,9,0.3,0,14.3,0,2008-09-01
"215",2008,10,0.3,0,0,0,2008-10-01
"216",2008,11,0,0,15,0,2008-11-01
"217",2009,6,3.94444444444444,0.111111111111111,0.166666666666667,0.722222222222222,2009-06-01
"218",2009,7,0,0,0,0,2009-07-01
"219",2009,8,0.5,0,0,0,2009-08-01
"220",2009,9,0,0,0.4,0,2009-09-01
"221",2009,10,0.1,0,5.2,0,2009-10-01
"222",2010,6,0.111111111111111,7.5,0,0,2010-06-01
"223",2010,7,0.5,9.3,2.8,0,2010-07-01
"224",2010,8,0.9,0.2,0.1,0,2010-08-01
"225",2010,9,0,0,0,0,2010-09-01
"226",2010,10,0,0.2,0.1,0,2010-10-01
"227",2011,6,0,7.25,0.5,0,2011-06-01
"228",2011,7,2.16666666666667,2.41666666666667,0.166666666666667,0,2011-07-01
"229",2011,8,2.1,0.2,0.3,0,2011-08-01
"230",2011,9,0.1,0,0,0,2011-09-01
"231",2011,10,0.6,0,0,0.1,2011-10-01
"232",2012,6,0.0625,0.3125,0.625,0.125,2012-06-01
"233",2012,7,0.583333333333333,1.66666666666667,0,0,2012-07-01
"234",2012,8,0.2,1.1,2,0,2012-08-01
"235",2012,9,0,0,0,0,2012-09-01
"236",2012,10,0,0.2,0,0,2012-10-01
"237",2013,6,0.0625,23,0,0,2013-06-01
"238",2013,7,4.25,16.5833333333333,0,0,2013-07-01
"239",2013,8,0.3,0,55,0,2013-08-01
"240",2013,9,0,0,0.1,0,2013-09-01
"241",2013,10,0,0.6,18.2,0,2013-10-01
"242",2014,6,0.777777777777778,0,0.0555555555555556,0,2014-06-01
"243",2014,7,0.3,0,0.7,0,2014-07-01
"244",2014,8,1.2,0,0,0,2014-08-01
"245",2014,9,0.3,0,0,0,2014-09-01
"246",2014,10,0.7,0,9.2,0,2014-10-01
"247",2015,6,4.75,89.8125,0.125,0,2015-06-01
"248",2015,7,2.7,21.3,17.3,0,2015-07-01
"249",2015,8,1.1,0,0.5,0,2015-08-01
"250",2015,9,0.5,0.1,5.8,0,2015-09-01
"251",2015,10,0,0.2,6,0,2015-10-01
"252",2016,6,0.722222222222222,0.611111111111111,19.5555555555556,0,2016-06-01
"253",2016,7,0,0.9,0,0,2016-07-01
"254",2016,8,0.3,0.3,0,0,2016-08-01
"255",2016,9,0,0,0,0,2016-09-01
"256",2016,10,0,0,0,0,2016-10-01
"257",2017,6,0,0.7,14.2,0,2017-06-01
"258",2017,7,0.3,0,5.6,0,2017-07-01
"259",2017,8,0,3.9,0,0,2017-08-01
"260",2017,9,0.7,0,0.8,0,2017-09-01
"261",2017,10,0,0,0,0,2017-10-01
"262",2018,6,15.8333333333333,31.4166666666667,122.666666666667,0,2018-06-01
"263",2018,7,5.1,0,0,0,2018-07-01
"264",2018,8,0.6,0.1,0,0,2018-08-01
"265",2018,9,0.3,0,0,0,2018-09-01
"266",2018,10,0.7,0,5.3,0,2018-10-01
"267",2019,6,19.6666666666667,0.444444444444444,33.7777777777778,0,2019-06-01
"268",2019,7,3.7,0,105.6,0,2019-07-01
"269",2019,8,0,0,11,0,2019-08-01
"270",2019,9,0,0,7,0,2019-09-01
"271",2019,10,0.1,0,24.1,0,2019-10-01
